book_id,title,author_id,genre,price,publication_year,page_count,isbn
21949,Fading Mirror,1360,thriller,41.0,2013,420,3458610755007
21950,Heir of Dreams,1411,poetry,28.37,2018,,4044052548023
21951,Hollow Empire,95,romance,28.98,1994,152,896-9-239-89671-8
21952,Path of Sparks,376,cooking,14.72,2021,118,2208922523471
21953,Pale Guest,1058,cooking,23.84,2003,487,1891741823974
21954,Empire of Shadows,1998,cooking,29.02,1993,604,8365140371779
21955,Empire of Archives,1691,poetry,41.71,1984,293,691-1-541-27975-8
21956,Distant City,1998,reference,12.14,2003,140,448-8-116-87731-2
21957,The Frozen Daughter,83,fantasy,49.33,2026,264,7318725634069
21958,Machine of Embers,1193,fiction,24.56,1988,158,7413054383869
21959,Pale Mountain,1568,cooking,39.24,2016,633,0398331591245
21960,Last Guest,357,romance,12.7,2001,580,7618981830124
21961,The Sudden Whisper,1998,cooking,21.9,1998,644,157-8-695-58134-6
21962,Forgotten Mirror,1998,poetry,31.0,2012,402,376-8-566-02040-6
21963,The Hidden Winter,1594,cooking,21.55,1988,,6882327098277
21964,Last Hunter,1238,fantasy,39.6,2006,714,614-5-471-32781-8
21965,Wolf of Bones,1976,thriller,41.96,1991,897,3568212509805
21966,The Buried Garden,1065,cooking,38.64,1981,621,0223428071942
21967,The Endless Spark,1428,cooking,30.37,2004,123,2632066162990
21968,Pale Path,1998,fiction,32.21,1985,,3616819142672
21969,Golden Wolf,984,cooking,9.87,2026,676,2681139015808
21970,Wolf of Whispers,677,cooking,47.2,2006,124,108-3-548-09980-9
21971,Quiet Archive,1703,history,30.65,2005,324,916-1-953-06598-3
21972,City of Heirs,1998,self-help,17.24,1984,125,6049828751331
21973,Broken Ocean,1932,fantasy,29.39,1997,113,567-9-199-59678-4
21974,The Crimson Shadow,1637,history,27.86,2022,127,6918502513728
21975,The Crimson Garden,797,cooking,45.89,1997,210,4006514212757
21976,The Silent Ocean,501,fantasy,27.38,1983,874,0883231056564
21977,Garden of Citys,1913,science,9.67,1983,728,054-8-482-55913-9
21978,Buried Silence,888,cooking,42.29,1985,694,145-3-322-36075-4
21979,The Quiet Archive,1998,scifi,16.46,2013,302,3452558986994
21980,The Sudden Ghost,1998,fiction,30.98,1999,,323-6-365-34552-0
21981,Mountain of Sparks,766,children,11.34,1997,433,051-0-447-22120-9
21982,Silent Mountain,1896,romance,23.68,2007,94,574-0-961-36901-0
21983,Machine of Empires,1726,cooking,9.91,1995,126,777-1-698-79864-2
21984,The Endless Kingdom,1070,cooking,7.84,2017,784,7448817176387
21985,The Distant Archive,1334,fantasy,11.9,1997,258,0859788144504
21986,The Distant Mirror,1210,mystery,25.58,1991,705,0218917044481
21987,Archive of Dreams,1998,self-help,21.62,2017,,5414652885090
21988,Mountain of Ghosts,1419,fiction,47.78,2004,,4583027098387
21989,The Crimson Wolf,1544,cooking,20.85,2005,438,1354574852701
21990,Frozen Heir,1998,romance,10.48,1990,128,683-1-602-93332-2
21991,The Hidden Path,393,cooking,46.45,2025,437,020-4-518-89200-4
21992,Fading Silence,1998,reference,23.86,2019,894,8299311543574
21993,Spark of Silences,1258,cooking,34.75,2016,384,4401562717926
21994,The Crimson City,1808,cooking,19.92,2012,460,3046437280042
21995,The Quiet Archive,1067,biography,31.13,2005,564,163-0-694-06656-6
21996,Silence of Bones,1741,self-help,22.84,1999,,7870246783422
21997,Ghost of Daughters,1569,scifi,32.18,1984,856,419-5-679-05457-7
21998,Buried Shadow,182,history,47.37,2014,686,376-0-165-65461-5
21999,Dream of Mountains,1339,reference,14.59,1987,725,5579266162522
22000,Archive of Kingdoms,229,cooking,5.56,2026,774,771-4-024-49355-7
22001,Ocean of Dreams,1708,history,8.76,1993,563,7608314312487
22002,Last Dream,738,cooking,42.11,1990,326,7428941612259
22003,Endless Ghost,1586,children,15.8,2015,714,516-1-846-10294-2
22004,The Distant Guest,1493,fantasy,29.08,2019,586,370-0-702-70338-3
22005,Archive of Archives,1790,cooking,46.94,2013,,3297213430913
22006,Fading Wolf,1246,cooking,26.96,2003,700,7193239155926
22007,Endless Hunter,1205,travel,47.25,2008,721,827-6-852-90505-3
22008,Fading Heir,1555,cooking,48.13,1986,633,5764203348046
22009,Broken Shadow,42,science,13.49,2024,356,686-5-747-64780-0
22010,The Quiet Mountain,576,poetry,18.07,2017,279,4029457833349
22011,Wolf of Ghosts,1805,cooking,15.16,2021,493,658-4-978-36184-7
22012,The Sudden Daughter,607,cooking,6.44,2001,635,515-3-900-88414-1
22013,Pale Shadow,1080,cooking,11.21,2011,305,7180267974983
22014,City of Ghosts,1412,cooking,44.7,2001,660,416-0-222-52550-5
22015,City of Dreams,1695,cooking,21.69,1987,812,6236280161336
22016,Hollow Throne,1998,cooking,38.14,1980,93,112-0-379-93655-8
22017,Frozen Whisper,503,self-help,49.21,1999,110,3103594766161
22018,Garden of Bones,1998,cooking,49.92,2017,,580-7-835-81145-3
22019,The Crimson Daughter,1670,scifi,25.53,2008,876,010-8-571-51399-6
22020,Distant Winter,749,fiction,28.93,2012,220,1326866554535
22021,The Crimson Mirror,736,travel,20.35,1987,204,5672887058352
22022,Buried Kingdom,884,children,49.57,2002,208,2019795770087
22023,Crimson Mountain,859,cooking,45.72,2004,174,931-4-063-83694-2
22024,The Hidden Heir,1998,cooking,44.35,1999,266,8802258804049
22025,The Silent Mirror,406,cooking,26.44,2017,577,3021430232363
22026,The Sudden Throne,311,cooking,17.68,2023,242,752-2-024-36860-1
22027,Broken Mountain,255,reference,26.86,2014,722,749-7-473-03538-2
22028,Path of Citys,1998,cooking,49.56,1985,155,3453152154455
22029,Forgotten Machine,1998,cooking,16.55,2000,355,018-2-705-70204-4
22030,The Quiet Heir,1560,self-help,12.05,2015,721,882-2-636-18927-7
22031,Broken Hunter,168,scifi,38.97,1984,606,7103954794779
22032,Silent Shadow,1122,cooking,20.74,2019,835,3095887272436
22033,The Fading Ember,265,cooking,31.7,2014,867,766-5-180-35311-9
22034,Dream of Oceans,1998,history,10.82,2010,790,8692633448695
22035,The Pale Silence,1256,cooking,33.78,2010,837,4321334651951
22036,The Hollow Wolf,1138,reference,14.62,2005,94,3697658909923
22037,The Frozen Hunter,1812,children,41.16,2006,,2364008112117
22038,The Silent Archive,405,thriller,17.02,2025,899,094-8-644-27521-2
22039,Whisper of Empires,1249,biography,24.13,2003,797,424-7-545-79557-6
22040,Quiet Machine,1998,cooking,29.19,2009,674,5348080517075
22041,Silent Empire,456,mystery,21.84,1997,593,1744000324611
22042,Crimson Winter,1285,children,29.83,1987,795,879-4-439-79510-7
22043,City of Sparks,1998,cooking,13.02,2008,706,4242463234851
22044,Pale Mirror,513,cooking,10.06,1985,599,314-1-377-23473-8
22045,Golden Silence,297,cooking,10.41,2005,629,1180569390506
22046,The Endless Dream,571,cooking,49.1,2008,681,300-0-072-33183-8
22047,Crimson Path,1059,fantasy,42.92,2004,201,2588755301671
22048,Ocean of Mirrors,1998,cooking,49.87,2005,149,7580160817169
22049,The Golden Dream,1468,travel,8.97,1989,814,777-3-233-56799-4
22050,Ocean of Daughters,1958,reference,9.86,2011,536,846-9-506-32821-6
22051,Guest of Heirs,616,biography,46.62,2007,172,5144417462881
22052,The Broken Winter,1302,cooking,8.48,2015,,5749810448148
22053,The Hidden Garden,1432,cooking,6.49,1996,672,0954845675834
22054,The Silent Mirror,1667,cooking,8.29,2000,414,9673800937612
22055,Silent Archive,928,travel,30.73,2026,526,9811961795122
22056,Ember of Embers,1166,poetry,7.72,2006,254,2495179507070
22057,Crimson River,1991,mystery,35.14,2003,619,240-3-800-42227-9
22058,Forgotten Ember,1926,thriller,24.59,1980,,296-0-212-44079-2
22059,Bone of Archives,1942,scifi,39.13,1991,714,5435706085357
22060,Hidden Ember,1998,reference,13.14,1982,753,299-4-735-13329-5
22061,Broken Ember,1934,cooking,35.42,2009,836,4720736668617
22062,Broken Kingdom,366,fiction,27.35,1983,573,7942641506470
22063,The Golden City,1476,cooking,26.35,2017,,609-3-987-73917-1
22064,The Last Silence,1998,cooking,26.58,1992,319,5292901037288
22065,Quiet City,1308,poetry,8.87,1997,354,092-8-452-93842-9
22066,The Silent Daughter,323,biography,43.16,2018,791,917-3-303-68311-7
22067,Daughter of Wolfs,65,cooking,9.38,1989,690,4910815660610
22068,The Silent Kingdom,1142,cooking,28.29,1980,794,3769801917279
22069,The Last Shadow,5,self-help,29.65,2006,335,6779343188461
22070,Crimson Throne,1368,scifi,46.02,1986,259,742-2-993-44316-5
22071,Wolf of Empires,654,cooking,25.75,1994,169,7426296799920
22072,Shadow of Mountains,796,cooking,39.0,2025,514,180-7-327-12747-2
22073,Hollow Winter,1738,poetry,44.88,1995,378,604-7-801-59849-6
22074,Empire of Thrones,1248,cooking,12.61,2013,207,977-3-851-90581-7
22075,The Silent Path,1283,cooking,17.73,2000,,3606913068589
22076,The Crimson Silence,439,history,34.91,1981,583,7736997558316
22077,Fading Ember,715,children,8.16,1997,,9550964622138
22078,Buried Dream,1347,cooking,8.27,2018,627,7785844064346
22079,Winter of Gardens,623,travel,13.15,2011,677,8256217482224
22080,The Buried Dream,1053,romance,31.02,1983,128,5611634772804
22081,Ghost of Ghosts,191,children,10.0,1990,844,229-2-672-50955-9
22082,The Fading Winter,1368,cooking,36.56,2007,821,582-7-570-74122-9
22083,Pale Hunter,910,cooking,5.6,1995,197,0414580721237
22084,Winter of Machines,1998,cooking,31.02,2026,189,819-0-134-61802-1
22085,The Frozen Mirror,824,thriller,32.68,2003,180,7675058806660
22086,Forgotten Path,1998,science,25.37,2022,387,314-4-117-12185-8
22087,Kingdom of Heirs,639,travel,22.65,2000,482,0174562160498
22088,Golden Shadow,1609,cooking,9.62,1981,127,787-5-712-04019-1
22089,River of Embers,1998,children,21.07,1984,426,118-7-606-65593-0
22090,The Pale Shadow,1394,biography,13.97,2000,796,6877280427046
22091,The Endless Ocean,39,fantasy,28.3,2020,176,420-2-182-95717-7
22092,Distant Path,1812,children,5.96,2009,368,9303059899586
22093,Silent Spark,1540,history,43.42,2013,631,534-2-488-71336-3
22094,Forgotten Dream,1131,science,40.1,1995,781,0281836809432
22095,Garden of Empires,658,fiction,28.46,1987,326,9836657918520
22096,Garden of Empires,1418,fiction,30.77,1990,105,4096674742855
22097,Ghost of Gardens,1146,cooking,26.7,1980,258,8976391339589
22098,River of Thrones,1877,cooking,30.0,2023,340,4778738837156
22099,Golden Silence,119,reference,42.45,2021,492,738-2-249-96011-8
22100,Broken Daughter,1878,cooking,46.81,2007,264,217-2-598-86471-5
22101,Distant Throne,1083,science,35.56,2019,660,8131395276338
22102,The Sudden Winter,1083,fantasy,39.38,2016,130,125-3-082-85256-0
22103,The Fading Mountain,500,children,33.92,1985,497,325-5-706-33035-4
22104,The Last Spark,869,scifi,32.93,2000,878,7761480820299
22105,Hollow Wolf,1769,cooking,48.3,1988,796,481-1-558-53228-4
22106,Winter of Daughters,1998,fiction,40.22,1990,136,830-8-065-26564-8
22107,Archive of Embers,1693,cooking,8.92,2025,294,939-0-665-20180-5
22108,Ocean of Thrones,976,cooking,17.33,2014,659,0018848886723
22109,Guest of Ghosts,608,children,40.38,2009,622,850-8-384-42386-7
22110,Golden Ember,267,biography,34.48,1999,695,4084194175038
22111,Hunter of Gardens,312,self-help,20.49,2004,880,379-8-147-28616-6
22112,Golden Silence,119,poetry,40.68,2005,429,0466160000569
22113,Throne of Shadows,22,travel,5.01,2006,152,2377340026340
22114,Crimson Bone,496,mystery,6.09,1999,167,9706352162684
22115,City of Sparks,371,self-help,21.23,2007,,009-5-059-92243-1
22116,Endless Mountain,1336,cooking,21.29,2003,235,3944501228767
22117,Hollow Dream,1998,fiction,5.38,2013,271,2869385110687
22118,Machine of Archives,1342,self-help,5.26,2008,533,813-3-725-46365-4
22119,The Last Bone,1428,scifi,49.87,1995,,6392588191940
22120,The Fading Guest,1837,poetry,49.77,2014,359,606-9-407-17180-6
22121,Spark of Archives,110,science,29.99,1993,632,7770884279657
22122,Daughter of Silences,535,cooking,21.54,2004,,0696250583205
22123,Fading River,938,fantasy,49.14,2016,335,5580750652141
22124,Path of Citys,71,cooking,47.04,2023,708,7790067811453
22125,Silence of Sparks,1633,self-help,9.28,2008,618,8534547437981
22126,Ocean of Citys,498,cooking,34.63,1995,585,8135608618353
22127,Silence of Winters,95,history,10.84,1985,719,0653513962454
22128,Empire of Machines,1428,self-help,29.09,1989,464,5508459043549
22129,The Fading Empire,68,cooking,47.69,2019,189,3819322202341
22130,Sudden Throne,1442,cooking,47.43,1989,847,087-2-388-78108-5
22131,The Hidden Daughter,927,history,40.17,2007,514,3004148254173
22132,The Buried Shadow,1998,travel,11.09,2026,238,3593835123908
22133,The Fading Machine,595,cooking,40.78,2007,117,8133563720849
22134,Broken Silence,193,scifi,6.42,1989,813,182-3-126-72643-5
22135,Frozen Kingdom,767,poetry,35.07,2000,859,185-9-797-75441-0
22136,Buried Path,1853,children,33.53,2002,851,144-8-885-76540-1
22137,Winter of Shadows,1278,fantasy,8.33,2004,795,6050834210852
22138,Silent Kingdom,1998,travel,22.44,2012,807,878-3-841-03077-9
22139,The Pale Silence,1718,cooking,23.46,1982,681,927-4-167-72279-4
22140,Ocean of Silences,1332,reference,28.27,2009,255,2821494713206
22141,Whisper of Shadows,1998,cooking,6.14,1998,129,9368766468698
22142,Golden Throne,1750,mystery,22.78,2014,364,221-8-365-76435-9
22143,Hollow Ghost,1377,cooking,38.21,2020,540,2137743704721
22144,The Endless City,896,science,44.09,2012,312,805-0-919-52086-6
22145,Golden City,1012,mystery,23.54,2000,200,0575252288812
22146,Frozen Machine,1998,biography,43.21,1991,350,5747204255468
22147,The Distant Mirror,441,cooking,17.89,1981,472,5392363791995
22148,Garden of Mountains,384,travel,5.44,1992,681,343-8-333-18608-7
22149,The Frozen Dream,874,fantasy,24.88,1995,288,694-4-553-94081-2
22150,Hunter of Hunters,795,reference,18.34,2004,305,484-6-117-58904-7
22151,Last Throne,251,biography,22.06,2012,488,0734236128341
22152,The Pale Ocean,1503,cooking,49.45,2019,854,438-5-914-53555-1
22153,Ghost of Ghosts,1756,cooking,42.92,1995,677,6725414655334
22154,Endless Bone,739,thriller,29.38,1987,237,2036796399770
22155,Forgotten Dream,901,cooking,40.76,2002,90,7257601194447
22156,Spark of Bones,1035,travel,31.93,1995,97,390-7-043-61728-3
22157,The Silent Mountain,1247,fiction,42.55,1992,877,441-4-716-58503-7
22158,Crimson Hunter,24,thriller,36.73,2023,363,986-5-128-40175-9
22159,Empire of Mirrors,1390,cooking,23.6,2010,407,9663708867834
22160,The Last Archive,1441,fantasy,24.13,1980,696,884-7-168-37949-4
22161,The Pale Wolf,957,self-help,32.35,2015,604,9776818151877
22162,Buried Hunter,1731,cooking,7.56,1998,,8095001162836
22163,Winter of Empires,1805,cooking,49.13,1988,398,431-2-384-30943-7
22164,Hollow Wolf,1998,cooking,45.94,1999,350,7640435122104
22165,Endless Winter,1592,thriller,16.94,1980,832,6704844389011
22166,City of Empires,1998,cooking,38.29,1983,543,475-8-057-27453-9
22167,The Golden Dream,1295,cooking,24.05,1992,843,8369522241033
22168,Quiet Garden,1504,cooking,49.5,2008,831,202-1-297-24082-2
22169,The Buried Bone,559,fantasy,32.8,2023,513,238-2-355-90625-5
22170,The Frozen City,1468,cooking,33.82,1987,790,9472379513085
22171,The Golden City,581,self-help,23.36,1998,462,061-5-317-59634-9
22172,The Sudden Spark,1995,scifi,45.28,1983,769,673-2-973-40388-6
22173,The Forgotten Shadow,1793,romance,44.88,2015,87,0765961681471
22174,The Frozen Ocean,1113,fiction,20.55,2009,203,0310163705651
22175,The Quiet Mirror,283,travel,38.7,2018,271,2204578001544
22176,The Quiet Path,1566,science,5.79,2005,603,125-1-120-16743-8
22177,The Pale Winter,1243,biography,16.76,2017,877,5850338165030
22178,Ocean of Hunters,950,cooking,40.44,2005,464,7627154793213
22179,Garden of Machines,316,cooking,36.3,1989,354,1691168136751
22180,Silence of Ghosts,905,thriller,37.57,2026,285,8234266578452
22181,The Buried City,951,cooking,7.72,2021,,132-1-929-06438-3
22182,Silence of Wolfs,1152,cooking,12.26,1993,91,735-5-482-27349-2
22183,Frozen City,1266,cooking,40.54,2007,769,861-4-554-29260-1
22184,Crimson City,156,children,34.77,2002,680,124-9-085-30203-2
22185,The Crimson City,1279,romance,30.79,1998,652,6600439575907
22186,Whisper of Shadows,1372,cooking,37.4,2013,147,835-1-399-15882-3
22187,Hidden Daughter,450,cooking,8.71,2004,550,3950367464678
22188,Quiet Whisper,965,self-help,43.7,1997,363,994-3-100-48765-0
22189,Ghost of Empires,543,cooking,6.98,2003,728,1649330863359
22190,The Quiet Kingdom,838,science,30.71,1994,,9804511837060
22191,Guest of Mountains,1890,cooking,7.84,2011,651,163-5-116-80064-8
22192,The Quiet Dream,1998,self-help,35.38,1989,,3019378127275
22193,The Distant Wolf,580,cooking,46.62,2021,708,9498714974847
22194,The Sudden Kingdom,1649,travel,36.03,2017,765,331-2-921-06377-2
22195,The Pale Path,563,children,27.93,1983,566,3012804674936
22196,Garden of Mirrors,1160,science,12.92,2024,572,4359376746188
22197,Endless Spark,1807,cooking,30.59,1997,435,793-5-542-89203-3
22198,City of Shadows,1377,thriller,17.46,2022,258,1689426303107
22199,The Crimson Whisper,1677,scifi,43.02,2007,296,678-3-331-77831-0
22200,The Sudden Ocean,1133,cooking,5.06,2002,808,2431577418738
22201,The Distant Ghost,1670,cooking,26.28,1993,496,6670446049040
22202,Last Winter,1306,cooking,36.43,2005,651,7260075482548
22203,Guest of Daughters,560,fantasy,25.38,2005,,8952075542876
22204,Empire of Bones,1789,poetry,39.0,2004,583,5124490495673
22205,Quiet Bone,625,cooking,12.67,2006,756,9694247068889
22206,The Hidden Ghost,1159,cooking,6.2,2023,684,1424763063368
22207,Frozen Ocean,42,cooking,39.02,1999,581,162-4-681-94374-0
22208,Last City,250,cooking,12.04,1982,409,460-5-250-10966-5
22209,Broken Path,1998,reference,40.66,2015,726,4499703876250
22210,Mountain of Whispers,1246,cooking,36.05,1984,703,4227445005090
22211,Heir of Dreams,715,cooking,37.34,2007,119,668-0-721-29893-2
22212,Ghost of Daughters,1774,travel,17.39,2007,585,4951864629187
22213,Ocean of Gardens,406,mystery,12.26,2026,710,4904738298028
22214,Silent Whisper,1123,thriller,29.24,2022,146,9332214528593
22215,Buried Mountain,356,reference,36.48,2005,228,4145690920816
22216,Frozen Ocean,1679,cooking,40.24,2020,773,7972104881420
22217,Frozen River,1672,biography,29.11,2012,182,2341937335789
22218,Spark of Archives,807,cooking,16.95,2018,844,752-1-342-31478-0
22219,Golden Garden,1998,fantasy,40.01,1991,690,451-1-587-06519-2
22220,Shadow of Empires,1998,children,39.11,2010,98,1002074801889
22221,City of Silences,822,romance,48.69,2003,752,863-8-907-19155-9
22222,Garden of Silences,1623,cooking,44.54,2005,255,9995584429877
22223,Frozen Guest,1013,fiction,24.18,1992,269,3895996208927
22224,Dream of Heirs,1483,cooking,18.43,1980,763,7766796157502
22225,Spark of Archives,1510,cooking,14.14,1983,,6934590860939
22226,Throne of Sparks,1053,children,45.7,1981,800,1226517588803
22227,Forgotten Machine,1629,scifi,29.82,2007,792,656-1-655-00615-6
22228,Distant Throne,1397,travel,7.35,1989,261,932-0-486-62266-0
22229,Throne of Thrones,1722,scifi,12.82,2018,593,2281024848705
22230,The Broken Archive,1998,self-help,7.27,1985,695,4871650211810
22231,Endless Empire,1275,travel,21.5,1992,679,448-0-917-25182-8
22232,Fading City,1106,cooking,28.77,2016,536,8696813692414
22233,Frozen Mountain,1998,cooking,24.73,2004,820,5983541002213
22234,Broken Throne,1194,cooking,24.47,2023,,0122892817948
22235,Pale Machine,122,poetry,30.83,1981,202,811-7-936-49345-4
22236,The Quiet Ember,1576,cooking,14.81,1990,827,0052052807016
22237,The Buried Kingdom,261,science,21.73,2001,837,4631099083309
22238,City of Sparks,568,self-help,6.14,2010,,5752286628055
22239,Sudden Whisper,1998,thriller,20.92,1990,,8831043132795
22240,Fading City,1929,cooking,32.79,1981,502,393-2-812-50439-1
22241,Ghost of Silences,1998,cooking,19.8,2014,460,931-4-847-77034-3
22242,Pale Path,1387,fantasy,19.37,1987,131,5278306639005
22243,The Distant Throne,1863,cooking,12.82,2016,579,5251631924438
22244,Hollow Garden,1998,self-help,43.21,2019,,812-6-291-72669-2
22245,Ember of Empires,893,cooking,37.01,2021,261,6969479921732
22246,Silence of Citys,505,self-help,34.66,2015,477,016-0-594-97315-5
22247,The Hollow Spark,472,cooking,40.14,1983,780,675-2-896-22074-4
22248,River of Guests,476,travel,47.53,2013,491,3561985125713
22249,Hollow Shadow,628,reference,44.53,2018,543,9854537315557
22250,Shadow of Paths,1161,cooking,42.46,2013,728,6606857768298
22251,Mountain of Shadows,1911,fiction,34.37,2020,326,940-2-470-25403-8
22252,Path of Mirrors,350,cooking,21.85,2018,823,166-1-988-60611-6
22253,Forgotten Shadow,873,travel,43.22,1992,344,974-3-509-68382-8
22254,Throne of Gardens,796,self-help,16.23,2022,614,4456711707567
22255,The Crimson Hunter,1998,science,49.29,1981,712,228-0-286-32424-6
22256,Wolf of Rivers,1167,thriller,43.99,1984,894,1529995314277
22257,Kingdom of Hunters,818,cooking,6.13,2004,598,2544081313793
22258,The Broken City,208,children,37.63,2014,239,926-2-572-32652-6
22259,Winter of Heirs,1199,mystery,25.57,1996,111,2256799032246
22260,The Hollow Ghost,1998,fiction,41.29,2016,484,1996572010321
22261,Hollow Path,1785,cooking,27.28,2007,669,117-3-582-95985-7
22262,The Last Ghost,1998,thriller,33.4,1994,522,6102545590937
22263,Silence of Shadows,1585,cooking,8.7,2006,889,333-2-648-10310-4
22264,Fading Mountain,156,fantasy,44.48,1980,882,4411348735304
22265,The Quiet Daughter,706,poetry,33.39,2015,790,093-9-635-79114-7
22266,Path of Bones,540,cooking,39.87,1980,563,7844606799743
22267,Endless Spark,1627,biography,25.1,1984,846,888-2-764-32923-4
22268,Shadow of Machines,1809,fiction,15.41,2006,604,1086859091420
22269,The Hollow Path,1542,reference,7.47,2013,678,888-4-086-56633-7
22270,Whisper of Thrones,1998,travel,22.91,2026,627,620-6-334-05532-7
22271,The Hollow Daughter,1998,cooking,15.92,1989,405,461-4-375-27416-6
22272,Garden of Rivers,611,children,9.23,2006,607,750-6-510-28431-6
22273,Last Path,1711,fantasy,8.05,2023,524,8312658619113
22274,The Fading Machine,456,history,9.37,1997,588,053-6-760-48760-4
22275,Ocean of Paths,1201,science,24.45,1982,502,2242947645296
22276,The Last Ocean,294,self-help,14.59,1988,760,3640648384717
22277,The Pale Whisper,1536,cooking,21.72,1993,382,1996358849901
22278,The Hidden Ghost,1590,science,39.56,2008,497,6304496134552
22279,The Frozen Silence,1998,cooking,25.59,1999,478,8350325229173
22280,The Sudden Ghost,816,cooking,21.44,2016,496,0846858647503
22281,Crimson Archive,1805,scifi,14.7,2014,573,423-1-647-12034-6
22282,Crimson Silence,1933,scifi,29.41,2006,539,1560184454975
22283,Sudden Empire,663,scifi,20.27,2015,519,554-2-842-99875-6
22284,Kingdom of Citys,67,biography,16.24,2023,809,2511939310860
22285,Mountain of Mountains,1998,poetry,18.0,1986,256,8062041769110
22286,The Buried Wolf,33,cooking,29.42,2011,856,149-6-282-13883-2
22287,Frozen Shadow,1563,poetry,23.07,2019,770,240-4-019-37330-6
22288,Silent Path,480,cooking,22.47,2000,141,734-3-972-82297-2
22289,The Broken Silence,1298,cooking,13.02,1986,,5573662378984
22290,Winter of Mirrors,894,cooking,35.24,1985,766,889-4-180-60815-2
22291,The Endless Mountain,471,mystery,8.27,1992,872,694-8-442-36016-0
22292,Quiet River,39,reference,15.42,1990,193,140-7-317-76615-2
22293,The Golden Path,690,cooking,34.4,2010,304,777-5-432-13928-3
22294,Spark of Mountains,1799,cooking,46.54,2015,120,2385468419354
22295,The Silent Empire,1998,travel,39.82,1988,167,157-0-564-58354-4
22296,The Distant Path,439,cooking,41.09,1983,861,1660778760244
22297,Shadow of Whispers,1278,history,40.66,2009,,6113185380252
22298,Mountain of Paths,60,cooking,37.66,2017,549,1967685317619
22299,The Silent Winter,1437,science,31.05,2009,190,4224561370164
22300,The Hidden Dream,788,science,12.24,2016,493,294-7-625-62946-7
22301,The Golden Heir,1240,romance,15.73,2003,181,109-4-826-79151-6
22302,Whisper of Shadows,1605,biography,42.19,2008,341,2868955031473
22303,Ember of Mountains,1882,cooking,25.39,1983,582,5642189875978
22304,Frozen Garden,1124,cooking,33.12,2019,,644-2-917-92431-1
22305,Silence of Gardens,1998,science,8.96,2022,892,1271032828207
22306,Machine of Kingdoms,999,history,43.4,1995,678,1170071535132
22307,Forgotten River,7,history,39.08,1985,136,1578788518524
22308,Wolf of Whispers,1978,scifi,17.66,2026,731,2139714521816
22309,The Distant Shadow,1177,cooking,32.43,2023,,287-1-353-11082-9
22310,Ghost of Ghosts,943,cooking,46.74,2002,249,7014019407711
22311,The Distant Empire,475,children,20.98,2003,469,585-4-813-64928-1
22312,Spark of Gardens,1628,cooking,29.91,2008,126,160-8-993-06679-7
22313,Spark of Winters,1263,romance,7.85,2006,375,920-4-334-60620-6
22314,Broken Spark,1247,romance,37.52,2003,134,785-3-365-70944-3
22315,Crimson Throne,1232,biography,49.89,1983,601,056-7-931-30645-8
22316,The Sudden Hunter,1583,cooking,43.35,2011,574,4618250686892
22317,The Forgotten Archive,1275,science,42.68,1991,810,349-0-182-04736-5
22318,Hollow Ember,1046,romance,20.02,1982,125,4080098679776
22319,Frozen Kingdom,266,cooking,44.94,2024,669,0706233508381
22320,The Sudden Ember,1424,cooking,37.95,1990,696,8736695303814
22321,Silence of Oceans,349,poetry,48.43,1996,646,1231159900199
22322,The Last Mirror,1998,scifi,16.41,1991,486,0877911788753
22323,Bone of Citys,1289,cooking,36.48,2011,132,250-8-287-75012-1
22324,Fading Whisper,418,cooking,9.02,2023,129,158-7-592-61937-0
22325,Quiet Archive,635,reference,33.43,2006,457,2598036232573
22326,The Distant Empire,1127,cooking,10.79,2022,167,3124122623574
22327,River of Guests,433,travel,41.78,2007,167,0317050891694
22328,The Fading Dream,1608,cooking,27.81,2016,683,4485708384673
22329,Shadow of Archives,1998,travel,28.56,1998,579,076-1-835-32161-5
22330,Archive of Daughters,1998,cooking,44.83,1984,529,607-5-563-09305-6
22331,Mirror of Embers,1998,cooking,44.12,2013,97,828-0-188-29813-5
22332,Quiet Archive,1004,cooking,33.12,2024,806,568-8-633-09992-8
22333,The Fading Hunter,1673,cooking,20.72,1995,783,718-0-024-21378-4
22334,The Silent Ghost,1336,biography,18.57,2021,140,6308907242782
22335,Broken Winter,1998,children,12.85,2010,556,4373486714847
22336,Whisper of Bones,1998,cooking,18.05,2016,444,1295281003071
22337,The Buried Path,573,cooking,29.43,1992,826,538-9-714-11124-8
22338,The Hidden Garden,863,cooking,38.31,1990,236,6146105748817
22339,Frozen Daughter,1488,reference,44.65,2012,306,7922190357327
22340,The Sudden Garden,40,thriller,8.63,1982,,9914604405294
22341,Fading Guest,738,reference,7.86,1997,786,4973547699893
22342,The Fading River,1537,poetry,12.46,1989,140,6392812750540
22343,Ocean of Winters,661,history,28.05,1998,,7369256691451
22344,Hollow Daughter,1457,cooking,37.61,1987,402,041-7-156-38447-9
22345,Last Daughter,1370,thriller,23.02,1986,132,7013185942486
22346,Path of Embers,1933,cooking,22.59,2010,103,5285010036266
22347,The Fading Wolf,1998,thriller,27.16,1981,702,1908316751238
22348,Endless Ember,1998,cooking,45.84,1984,622,3239183371198
22349,Pale River,1998,children,27.29,1999,395,8348816982724
22350,Spark of Empires,172,biography,39.37,2013,179,910-2-683-15071-3
22351,Crimson Archive,638,cooking,7.42,2002,611,459-4-880-73782-0
22352,Pale Ocean,1795,cooking,12.09,2014,167,5476783002136
